,battery_power,clock_speed,resolution,fc,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,blue,dual_sim,four_g,three_g,touch_screen,wifi,price_range
0,-0.9025972554689959,0.8307794171595057,-0.21200525488533234,-0.7624946625030504,-1.3806435313202894,0.34073950535281977,1.3492488095807782,-1.10197128209058,-1.3057501043508444,0.3917034064711061,1.4624933239839086,0,0,0,0,0,1,1
1,-0.49513856507006043,-1.253064196519815,-0.2120052540430382,-0.9928903907106499,1.1550242242836197,0.6875481622004737,-0.12005943732924378,-0.6647678374999909,-0.6459887934933469,0.4673170183062863,-0.7342672077230512,1,1,1,1,1,0,2
2,-1.5376864991634263,-1.253064196519815,-0.21200525252282953,-0.532098934295451,0.49354567934346943,1.3811654758957816,0.13424391309749079,0.2096390516811874,-0.6459887934933469,0.44149773621622473,-0.36814045243855786,1,1,1,1,1,0,2
3,-1.419318611449769,1.198516525455856,-0.21200525448321597,-0.9928903907106499,-1.2152738950852517,1.0343568190481278,-0.26133907645520743,0.6468424962717766,-0.15116781035022395,0.5945691943215896,-0.002013697154064573,1,0,0,1,0,0,2
4,1.3259058612938972,-0.3950109438283302,-0.21200525269130155,2.0022540759881435,0.658915315578507,0.34073950535281977,0.021220201796719875,-1.10197128209058,0.6735338282216478,-0.6576659870463955,0.7302398134149221,1,0,1,1,1,0,1
5,1.4124054715461853,-1.253064196519815,-0.21200525254279964,-0.3017032060878515,-0.5537953501451016,0.6875481622004737,0.6711065417761527,-1.539174726681169,-0.4810484657789726,-0.9748743098671516,-0.18507707479631122,0,1,0,1,0,0,1
6,1.3259058612938972,0.21788423666558757,-0.21200525480144722,-0.07130747788025202,-1.2152738950852517,1.0343568190481278,-0.03529165385366558,1.5212493854529547,0.013772517364150388,1.010444059415081,1.279429946341662,0,0,1,1,0,1,3
7,1.6286544971769052,-1.253064196519815,-0.2120052545964682,-0.9928903907106499,-0.44354892598840995,1.0343568190481278,1.3209928817555854,-0.22756439290940172,-1.635630759779593,-1.3132913286904584,-1.1003939630075446,0,1,0,1,1,1,0
8,0.47001498090283717,-1.253064196519815,-0.21200525443477264,-0.9928903907106499,1.1550242242836197,0.6875481622004737,0.95366582002808,1.0840459408623657,0.6735338282216478,-0.9453665589070812,1.6455567016261552,1,0,0,1,0,0,0
9,-1.6606069979429934,-1.1304851604210315,-0.21200525471501708,-0.532098934295451,-1.2703971071635978,-1.3933037788854497,-1.3350643338125312,0.2096390516811874,0.838474155936022,-1.4857272483633694,0.18104968048818207,1,1,1,1,0,0,0
10,-1.0687675593747072,1.6888326698509901,-0.21200525437003107,-0.9928903907106499,-1.2703971071635978,-1.3933037788854497,1.1797132426296217,0.2096390516811874,-1.4706904320652185,1.6799011593216768,-0.7342672077230512,1,1,0,0,0,0,3
11,0.6407378958744582,0.8307794171595057,-0.2120052548621481,0.15908825032734747,0.05255998271670267,-0.006069151494834045,1.038433603503658,1.5212493854529547,1.333295139079145,1.569247093221413,0.3641130581304287,1,0,1,1,1,1,3
12,1.3122480280961677,1.5662536337522064,0.3943839855087161,-0.532098934295451,0.05255998271670267,0.34073950535281977,0.5298269026501891,-0.22756439290940172,1.1683548113647708,-0.5921956646037394,-1.6495840959342845,0,0,0,1,0,0,1
13,-0.991373171254239,0.7082003810607219,-0.21200525318989713,0.6198797067425464,-0.8294114105368309,1.7279741327434355,1.6318080878327055,-0.22756439290940172,0.17871284507852472,0.512500761963894,-1.2834573406497911,1,0,0,1,0,1,2
14,1.42833961027687,-1.253064196519815,-0.2120052548528616,2.0022540759881435,1.0999010122052737,0.6875481622004737,1.2644810261052,-1.539174726681169,1.1683548113647708,-1.614823658813677,-1.4665207182920377,0,0,1,1,0,1,0
15,-1.0551097261769775,-0.6401690160258973,-0.21200525473962495,-0.3017032060878515,0.7691617397351987,0.6875481622004737,0.5298269026501891,-1.10197128209058,1.0034144836503964,-1.4350108014007485,-0.002013697154064573,0,0,0,1,1,1,0
16,-0.9117024776008158,-1.253064196519815,-0.21200525440485374,-0.7624946625030504,-1.0499042588502143,-1.3933037788854497,1.57529623218232,1.5212493854529547,-0.9758694489220956,1.318431210060815,1.4624933239839086,0,0,1,1,0,1,3
17,-1.4648447221088678,-0.7627480521246808,-0.21200525446173626,0.6198797067425464,-0.4986721380667558,-1.3933037788854497,-0.5438983547071348,-0.6647678374999909,1.1683548113647708,1.5010104191262503,1.279429946341662,0,1,1,1,1,0,3
18,-0.24474495644501626,-1.253064196519815,-0.21200525483487337,1.5414626195729444,0.9345313759702363,0.34073950535281977,-1.1090169112109893,0.2096390516811874,1.333295139079145,-0.2666882868254634,0.9133031910571687,1,1,0,1,1,0,1
19,-1.2668061407417874,-1.253064196519815,-0.2120052527936637,-0.07130747788025202,-0.7191649863801393,1.7279741327434355,-0.5438983547071348,-0.22756439290940172,0.17871284507852472,0.19621455636064006,1.279429946341662,1,0,0,0,1,1,1
20,-1.0619386427758424,-0.5175899799271135,-0.21200525466143494,1.7718583477805439,0.38329925518677777,1.0343568190481278,-1.674135467714844,1.0840459408623657,0.6735338282216478,0.6406750551966995,-1.4665207182920377,0,1,0,1,1,0,3
21,1.0709596416029432,0.7082003810607219,-0.2120052529834747,-0.7624946625030504,-1.0499042588502143,1.7279741327434355,0.44505911917461083,-1.10197128209058,-1.3057501043508444,1.0685374441177196,0.7302398134149221,1,0,0,1,0,0,3
22,1.6172729695121304,1.3210955615546396,-0.21200525474487167,-0.07130747788025202,0.8242849518135446,-0.6996864651901419,1.6600640156578983,-0.22756439290940172,-0.4810484657789726,-0.6373794082613471,1.6455567016261552,0,1,0,0,0,1,1
23,0.8273949495767638,1.5662536337522064,-0.21200525473346507,-0.07130747788025202,0.3281760431084319,0.6875481622004737,-0.7416898494834838,-0.6647678374999909,1.6631757945078938,-1.0025378263922176,1.6455567016261552,1,1,1,1,0,0,0
24,-1.674264831140723,-0.3950109438283302,0.3348928601668108,0.15908825032734747,-1.3255203192419436,-0.3528778083424879,-0.826457632959062,-0.6647678374999909,0.5085935005072734,0.4230553918661808,0.18104968048818207,0,1,1,1,0,0,1
25,-0.6317168970473572,-0.14985287163076313,-0.21200525482917768,-0.9928903907106499,1.375517072597003,0.34073950535281977,-0.7416898494834838,1.5212493854529547,-1.14080977663647,0.6065567181491183,-0.7342672077230512,1,1,1,1,1,1,2
26,-1.637843942613444,0.0953052005668042,-0.212005254358091,0.6198797067425464,1.044777800126928,-0.6996864651901419,-0.2330831486300147,-0.22756439290940172,1.4982354667935194,1.5111537085187745,-1.2834573406497911,1,1,1,1,0,1,3
27,-0.643098424712132,-1.253064196519815,-0.21200525479400084,-0.7624946625030504,0.49354567934346943,1.7279741327434355,0.07773205744710533,1.0840459408623657,-0.6459887934933469,1.071303795770226,0.18104968048818207,0,0,1,1,1,0,3
28,0.4882254251664767,0.0953052005668042,-0.21200525430174555,1.7718583477805439,1.0999010122052737,-0.6996864651901419,-1.250296550336953,-1.10197128209058,1.333295139079145,0.2294107761907192,-0.18507707479631122,0,1,1,1,1,1,2
29,-0.8821105056724015,-1.253064196519815,-0.21200525446783466,-0.3017032060878515,-0.6089185622234475,-0.3528778083424879,1.688319943483091,0.2096390516811874,-0.4810484657789726,-1.5180013509759462,-0.18507707479631122,0,0,0,1,0,1,0
30,0.7750399223188,-1.253064196519815,-0.21200525458750916,-0.9928903907106499,-1.490889955476981,-1.0464951220377958,-1.4763439729384948,1.0840459408623657,-0.15116781035022395,1.2981446312757667,0.18104968048818207,1,1,0,0,0,1,3
31,0.7500005614562957,-1.253064196519815,-0.21200525359245379,2.6934412606109417,0.05255998271670267,1.7279741327434355,0.2755235522234544,1.5212493854529547,1.6631757945078938,-1.4903378344508804,-0.9173305853652978,1,0,0,1,1,1,0
32,0.1832004837505138,-0.7627480521246808,-0.21200525486494645,-0.3017032060878515,0.49354567934346943,1.3811654758957816,-0.939481344259833,-1.539174726681169,1.333295139079145,0.09478166243539826,-1.4665207182920377,1,0,1,1,1,1,1
33,0.16271373395391928,0.8307794171595057,0.9610828737189072,-0.9928903907106499,1.044777800126928,0.34073950535281977,-1.1372728390361821,-0.22756439290940172,-1.635630759779593,1.586767320353955,0.18104968048818207,1,1,1,1,1,0,3
34,-1.3533057509940756,1.4436745976534233,-0.21200525434220757,-0.9928903907106499,-0.5537953501451016,0.6875481622004737,0.47331504699980353,1.5212493854529547,-1.14080977663647,-0.795061452454223,0.7302398134149221,1,0,0,1,0,0,0
35,-1.168925002824725,-0.2724319077295465,-0.21200525403986745,2.6934412606109417,1.5408867088320406,-0.3528778083424879,0.5580828304753818,1.5212493854529547,1.1683548113647708,-0.7360459505340823,0.7302398134149221,0,1,0,1,0,0,1
36,-1.4785025553065976,0.9533584532582887,-0.212005254798737,-0.7624946625030504,1.5960099209103864,0.34073950535281977,0.5580828304753818,-0.22756439290940172,0.013772517364150388,-0.010339700359852325,-1.6495840959342845,1,1,0,1,0,1,1
37,1.1073805301302224,0.0953052005668042,-0.21200525425327138,0.38948397853494693,-1.4357667433986352,-0.006069151494834045,-0.6004102103575202,-1.10197128209058,1.333295139079145,1.2031665578730404,-1.2834573406497911,1,1,1,1,1,0,3
38,-1.0209651431826532,0.5856213449619383,-0.21200525387617497,2.6934412606109417,-1.160150683006906,-0.6996864651901419,-1.5045999007636874,0.6468424962717766,1.1683548113647708,0.9634160813224689,-1.6495840959342845,0,1,1,1,0,1,2
39,-1.5445154157622911,-1.253064196519815,-0.21200525463115608,2.4630455324033425,0.9896545880485821,-0.6996864651901419,0.5298269026501891,-1.10197128209058,1.6631757945078938,0.023778636687729005,-0.002013697154064573,0,1,0,1,1,0,2
40,0.2469370386732523,1.6888326698509901,-0.21200525461085076,0.15908825032734747,0.658915315578507,0.34073950535281977,-0.2330831486300147,-1.539174726681169,0.6735338282216478,0.3317657873334632,-0.002013697154064573,0,0,0,1,0,1,2
41,0.9275523930267815,0.9533584532582887,-0.21200525444600213,0.8502754349501459,0.49354567934346943,-1.0464951220377958,1.2644810261052,-1.10197128209058,0.013772517364150388,1.1201760082978427,1.4624933239839086,1,0,1,1,1,0,3
42,0.03296431857548729,-1.253064196519815,0.5718416125392825,0.15908825032734747,-1.490889955476981,-1.0464951220377958,0.3320354078738399,-1.10197128209058,1.4982354667935194,-0.22703724647286888,-1.2834573406497911,1,1,1,1,1,0,1
43,0.950315448356331,-0.6401690160258973,-0.21200525471998016,0.15908825032734747,0.10768319479504852,-1.3933037788854497,0.7276183974265381,-0.6647678374999909,-0.4810484657789726,-0.4566444336309162,0.5471764357726754,0,0,1,1,1,0,1
44,-0.09906140233589965,1.5662536337522064,-0.2120052525670969,-0.7624946625030504,-0.6640417743017933,1.0343568190481278,-0.8547135607842548,-1.10197128209058,0.6735338282216478,-1.4940263033208891,0.18104968048818207,1,0,1,1,1,0,0
45,0.6270800626767284,1.6888326698509901,-0.21200525455388142,-0.9928903907106499,-0.2781792897533724,-1.0464951220377958,-0.6286661381827129,-0.6647678374999909,-1.4706904320652185,-0.8964943463794647,1.6455567016261552,0,0,0,0,1,1,1
46,1.1028279190643124,-0.5175899799271135,-0.21200525471715745,-0.7624946625030504,0.5486688914218153,1.7279741327434355,0.6711065417761527,1.5212493854529547,0.6735338282216478,1.3488610782383876,-1.4665207182920377,1,1,0,1,0,0,3
47,-0.4200204824825472,0.3404632727643712,-0.21200525488848534,-0.3017032060878515,0.4384224672651236,1.0343568190481278,1.57529623218232,1.0840459408623657,0.013772517364150388,0.15840775044304994,0.18104968048818207,1,1,1,1,0,1,1
48,-1.503541916169102,1.3210955615546396,-0.21200525410642437,-0.532098934295451,1.375517072597003,-1.0464951220377958,0.6145946861257672,1.5212493854529547,-0.31610813806459825,-0.7876845147142053,-1.1003939630075446,1,1,1,1,0,1,0
49,-1.462568416575913,0.7082003810607219,-0.2120052547014648,1.0806711631577455,1.761379557145424,1.0343568190481278,-0.826457632959062,1.5212493854529547,0.838474155936022,1.0270421693301206,-0.18507707479631122,0,1,0,0,0,0,3
50,0.7021981452642417,1.8114117059497739,8.966181424250887,-0.532098934295451,-0.9947810467718684,0.6875481622004737,1.6318080878327055,-0.6647678374999909,1.4982354667935194,-0.06013403010497102,0.7302398134149221,1,1,1,1,0,1,2
51,1.1870512237836455,-0.14985287163076313,-0.21200525468957684,0.15908825032734747,1.706256345067078,1.0343568190481278,-0.37436278775597837,1.5212493854529547,1.4982354667935194,-0.06566673340998422,0.9133031910571687,0,1,0,0,1,0,2
52,0.9457628372904211,-0.027273835531979467,-0.2120052547534996,-0.9928903907106499,0.6037921035001611,-0.6996864651901419,-0.8829694886094475,-1.10197128209058,-1.635630759779593,0.9108553999248437,-0.18507707479631122,1,1,1,1,1,0,3
